	row number	reason	data
82	106	Invalid end date	{'account_no': 106, 'customer_number': 289, 'age_group': '40-44', 'state': 'SA', 'postcode': 5075.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '27/5/21', 'cool_off': '10/6/21', 'billing_start': '15/6/21', 'billing_end': nan}
83	107	Invalid start date&Invalid end date	{'account_no': 107, 'customer_number': 8724, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3978.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '10/7/20', 'cool_off': '24/7/20', 'billing_start': nan, 'billing_end': nan}
84	108	Invalid end date	{'account_no': 108, 'customer_number': 13797, 'age_group': '60-64', 'state': 'SA', 'postcode': 5253.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '1/7/20', 'cool_off': '15/7/20', 'billing_start': '16/7/20', 'billing_end': nan}
85	111	Invalid end date	{'account_no': 111, 'customer_number': 3201, 'age_group': '45-49', 'state': 'SA', 'postcode': 5022.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '10/3/21', 'cool_off': nan, 'billing_start': '12/3/21', 'billing_end': nan}
86	112	Invalid end date	{'account_no': 112, 'customer_number': 1840, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3230.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '6/1/21', 'cool_off': '20/1/21', 'billing_start': '1/2/21', 'billing_end': nan}
87	116	Invalid end date	{'account_no': 116, 'customer_number': 12812, 'age_group': '65-69', 'state': 'VIC', 'postcode': 3066.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '8/1/21', 'cool_off': nan, 'billing_start': '13/1/21', 'billing_end': nan}
88	117	Invalid end date	{'account_no': 117, 'customer_number': 15239, 'age_group': '60-64', 'state': 'VIC', 'postcode': 3950.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '5/8/21', 'cool_off': nan, 'billing_start': '26/8/21', 'billing_end': nan}
89	118	Invalid end date	{'account_no': 118, 'customer_number': 17813, 'age_group': '>69', 'state': 'VIC', 'postcode': 3931.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '13/12/20', 'cool_off': '30/12/20', 'billing_start': '6/1/21', 'billing_end': nan}
90	119	Invalid end date	{'account_no': 119, 'customer_number': 1218, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3750.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '13/10/21', 'cool_off': '27/10/21', 'billing_start': '14/10/21', 'billing_end': nan}
91	120	Invalid start date	{'account_no': 120, 'customer_number': 1218, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3750.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '25/8/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '22/9/21'}
92	121	Invalid end date	{'account_no': 121, 'customer_number': 15425, 'age_group': '55-59', 'state': 'SA', 'postcode': 5097.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '3/11/20', 'cool_off': '17/11/20', 'billing_start': '18/11/20', 'billing_end': nan}
93	123	Invalid start date	{'account_no': 123, 'customer_number': 5591, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3072.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '26/2/21', 'cool_off': '15/3/21', 'billing_start': nan, 'billing_end': '16/3/21'}
94	125	Invalid end date	{'account_no': 125, 'customer_number': 2916, 'age_group': '45-49', 'state': 'VIC', 'postcode': 3352.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '19/3/20', 'cool_off': '2/4/20', 'billing_start': '6/4/20', 'billing_end': nan}
95	126	Invalid end date	{'account_no': 126, 'customer_number': 7813, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3285.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '6/6/20', 'cool_off': '22/6/20', 'billing_start': '9/7/20', 'billing_end': nan}
96	127	Invalid end date	{'account_no': 127, 'customer_number': 2539, 'age_group': '60-64', 'state': 'VIC', 'postcode': 3144.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '2/9/20', 'cool_off': '16/9/20', 'billing_start': '15/9/20', 'billing_end': nan}
97	128	Invalid end date	{'account_no': 128, 'customer_number': 1208, 'age_group': '40-44', 'state': 'VIC', 'postcode': 3070.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '16/2/21', 'cool_off': nan, 'billing_start': '19/2/21', 'billing_end': nan}
98	129	Invalid end date	{'account_no': 129, 'customer_number': 4163, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3052.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '18/3/21', 'cool_off': nan, 'billing_start': '19/3/21', 'billing_end': nan}
99	130	Invalid end date	{'account_no': 130, 'customer_number': 4992, 'age_group': '35-39', 'state': 'NSW', 'postcode': 2155.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '2/12/20', 'cool_off': '16/12/20', 'billing_start': '29/12/20', 'billing_end': nan}
100	131	Invalid end date	{'account_no': 131, 'customer_number': 14230, 'age_group': '65-69', 'state': 'VIC', 'postcode': 3029.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '11/8/20', 'cool_off': '25/8/20', 'billing_start': '25/8/20', 'billing_end': nan}
101	132	Invalid end date	{'account_no': 132, 'customer_number': 9743, 'age_group': '25-29', 'state': 'VIC', 'postcode': 3186.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '6/5/21', 'cool_off': nan, 'billing_start': '31/5/21', 'billing_end': nan}
102	133	Invalid end date	{'account_no': 133, 'customer_number': 2810, 'age_group': '>69', 'state': 'VIC', 'postcode': 3225.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '24/5/21', 'cool_off': '7/6/21', 'billing_start': '10/6/21', 'billing_end': nan}
103	135	Invalid end date	{'account_no': 135, 'customer_number': 6569, 'age_group': '25-29', 'state': 'NSW', 'postcode': 2081.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '14/9/21', 'cool_off': nan, 'billing_start': '20/9/21', 'billing_end': nan}
104	136	Invalid end date	{'account_no': 136, 'customer_number': 17575, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3104.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '23/9/21', 'cool_off': '8/10/21', 'billing_start': '11/10/21', 'billing_end': nan}
105	137	Invalid end date	{'account_no': 137, 'customer_number': 1930, 'age_group': '60-64', 'state': 'VIC', 'postcode': 3350.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '24/6/20', 'cool_off': '8/7/20', 'billing_start': '20/7/20', 'billing_end': nan}
106	138	Invalid end date	{'account_no': 138, 'customer_number': 2617, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3056.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 100, 'sale_date': '24/8/20', 'cool_off': '7/9/20', 'billing_start': '6/9/20', 'billing_end': nan}
107	139	Invalid end date	{'account_no': 139, 'customer_number': 5310, 'age_group': '45-49', 'state': 'VIC', 'postcode': 3806.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '28/2/21', 'cool_off': '15/3/21', 'billing_start': '14/3/21', 'billing_end': nan}
108	140	Invalid end date	{'account_no': 140, 'customer_number': 13896, 'age_group': '50-54', 'state': 'VIC', 'postcode': 3429.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '15/4/21', 'cool_off': '29/4/21', 'billing_start': '29/4/21', 'billing_end': nan}
109	141	Invalid end date	{'account_no': 141, 'customer_number': 3605, 'age_group': '45-49', 'state': 'VIC', 'postcode': 3328.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '6/12/20', 'cool_off': '18/12/20', 'billing_start': '21/12/20', 'billing_end': nan}
110	142	Invalid end date	{'account_no': 142, 'customer_number': 5204, 'age_group': '30-34', 'state': 'NSW', 'postcode': 2205.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '5/2/21', 'cool_off': '19/2/21', 'billing_start': '23/2/21', 'billing_end': nan}
111	143	Invalid end date	{'account_no': 143, 'customer_number': 4787, 'age_group': '40-44', 'state': 'VIC', 'postcode': 3048.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '13/5/21', 'cool_off': '18/5/21', 'billing_start': '19/5/21', 'billing_end': nan}
112	144	Invalid end date	{'account_no': 144, 'customer_number': 17582, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3977.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '18/5/21', 'cool_off': '1/6/21', 'billing_start': '2/6/21', 'billing_end': nan}
113	146	Invalid end date	{'account_no': 146, 'customer_number': 5385, 'age_group': '35-39', 'state': 'ACT', 'postcode': 2611.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '20/3/20', 'cool_off': '3/4/20', 'billing_start': '6/4/20', 'billing_end': nan}
114	147	Invalid end date	{'account_no': 147, 'customer_number': 3696, 'age_group': '40-44', 'state': 'SA', 'postcode': 5088.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '24/2/21', 'cool_off': nan, 'billing_start': '4/3/21', 'billing_end': nan}
115	148	Invalid end date	{'account_no': 148, 'customer_number': 4110, 'age_group': '40-44', 'state': 'QLD', 'postcode': 4122.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '11/2/21', 'cool_off': nan, 'billing_start': '19/2/21', 'billing_end': nan}
116	149	Invalid end date	{'account_no': 149, 'customer_number': 1334, 'age_group': '65-69', 'state': 'VIC', 'postcode': 3191.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '3/3/21', 'cool_off': '18/3/21', 'billing_start': '5/3/21', 'billing_end': nan}
117	150	Invalid end date	{'account_no': 150, 'customer_number': 5623, 'age_group': '45-49', 'state': 'QLD', 'postcode': 4178.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '3/2/20', 'cool_off': '10/3/20', 'billing_start': '11/3/20', 'billing_end': nan}
118	151	Invalid site type&Invalid start date&Invalid end date	{'account_no': 151, 'customer_number': 13031, 'age_group': '50-54', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '25/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
119	152	Invalid site type&Invalid start date&Invalid end date	{'account_no': 152, 'customer_number': 14473, 'age_group': '35-39', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '25/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
120	153	Invalid site type&Invalid start date&Invalid end date	{'account_no': 153, 'customer_number': 2767, 'age_group': '65-69', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '25/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
121	154	Invalid site type&Invalid start date&Invalid end date	{'account_no': 154, 'customer_number': 5287, 'age_group': '45-49', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '23/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
122	155	Invalid site type&Invalid start date&Invalid end date	{'account_no': 155, 'customer_number': 4383, 'age_group': '60-64', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '22/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
123	156	Invalid site type&Invalid start date&Invalid end date	{'account_no': 156, 'customer_number': 3341, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '21/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
124	157	Invalid site type&Invalid start date&Invalid end date	{'account_no': 157, 'customer_number': 8366, 'age_group': '30-34', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '20/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
125	158	Invalid site type&Invalid start date&Invalid end date	{'account_no': 158, 'customer_number': 2727, 'age_group': '30-34', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '16/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
126	159	Invalid site type&Invalid start date&Invalid end date	{'account_no': 159, 'customer_number': 1806, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '2/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
127	160	Invalid site type&Invalid start date&Invalid end date	{'account_no': 160, 'customer_number': 17594, 'age_group': '35-39', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '29/9/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
128	161	Invalid site type&Invalid start date	{'account_no': 161, 'customer_number': 10727, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '1/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '4/10/21'}
129	162	Invalid site type&Invalid start date&Invalid end date	{'account_no': 162, 'customer_number': 1892, 'age_group': '25-29', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '20/9/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
130	163	Invalid site type&Invalid start date	{'account_no': 163, 'customer_number': 12923, 'age_group': '40-44', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '3/9/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '6/9/21'}
131	164	Invalid site type&Invalid start date&Invalid end date	{'account_no': 164, 'customer_number': 13732, 'age_group': '40-44', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '3/9/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
132	165	Invalid site type&Invalid start date&Invalid end date	{'account_no': 165, 'customer_number': 9178, 'age_group': '65-69', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '3/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
133	166	Invalid site type&Invalid start date&Invalid end date	{'account_no': 166, 'customer_number': 10975, 'age_group': '40-44', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '1/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
134	167	Invalid site type&Invalid start date	{'account_no': 167, 'customer_number': 3299, 'age_group': '45-49', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '2/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '5/10/21'}
135	168	Invalid site type&Invalid start date	{'account_no': 168, 'customer_number': 6963, 'age_group': '30-34', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '20/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '25/10/21'}
136	169	Invalid site type&Invalid start date	{'account_no': 169, 'customer_number': 10677, 'age_group': '40-44', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '7/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '25/10/21'}
137	170	Invalid site type&Invalid start date	{'account_no': 170, 'customer_number': 4748, 'age_group': '65-69', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '29/9/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '4/10/21'}
138	171	Invalid site type&Invalid start date&Invalid end date	{'account_no': 171, 'customer_number': 348, 'age_group': '45-49', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '29/9/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
139	172	Invalid site type&Invalid start date&Invalid end date	{'account_no': 172, 'customer_number': 16250, 'age_group': '50-54', 'state': nan, 'postcode': nan, 'site_type': nan, 'meter_type': 'Pending Id', 'billing_status': 'Transfer In', 'green_power': 0, 'sale_date': '5/10/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': nan}
